Name,Start,End,Size
FUN_MENU_text__004709c0,0x004709C0,0x00470C5C,668
FUN_MENU_text__00470c60,0x00470C60,0x00470CB4,84
FUN_MENU_text__00470cc0,0x00470CC0,0x00470D50,144
FUN_MENU_text__00470d50,0x00470D50,0x00470E40,240
FUN_MENU_text__00470e40,0x00470E40,0x00470EA8,104
FUN_MENU_text__00471140,0x00471140,0x00471540,1024
FUN_MENU_text__00471540,0x00471540,0x00471608,200
FUN_MENU_text__00471610,0x00471610,0x00471680,112
FUN_MENU_text__00471680,0x00471680,0x004716F8,120
thunk_FUN_001ea0b0,0x00471700,0x00471708,8
FUN_MENU_text__00471710,0x00471710,0x00471718,8
thunk_FUN_00281830,0x00471720,0x00471728,8
thunk_FUN_002817b0,0x00471730,0x00471738,8
thunk_FUN_00281760,0x00471740,0x00471748,8
thunk_FUN_00281710,0x00471750,0x00471758,8
thunk_FUN_00281b90,0x00471760,0x00471768,8
thunk_FUN_00281b20,0x00471770,0x00471778,8
thunk_FUN_00281ab0,0x00471780,0x00471788,8
FUN_MENU_text__00471790,0x00471790,0x00471798,8
thunk_FUN_00281bf0,0x004717A0,0x004717A8,8
FUN_MENU_text__004717b0,0x004717B0,0x004717B8,8
FUN_MENU_text__004717c0,0x004717C0,0x004717C8,8
FUN_MENU_text__004717d0,0x004717D0,0x004717D8,8
FUN_MENU_text__004717e0,0x004717E0,0x004717E8,8
thunk_FUN_00281ca0,0x004717F0,0x004717F8,8
FUN_MENU_text__00471800,0x00471800,0x00471808,8
thunk_FUN_001db340,0x00471810,0x00471818,8
FUN_MENU_text__00471820,0x00471820,0x00471828,8
FUN_MENU_text__00471830,0x00471830,0x00471838,8
FUN_MENU_text__00471840,0x00471840,0x00471848,8
FUN_MENU_text__00471850,0x00471850,0x00471860,16
FUN_MENU_text__00471870,0x00471870,0x004719D0,352
FUN_MENU_text__004719d0,0x004719D0,0x00471CEC,796
FUN_MENU_text__00471cf0,0x00471CF0,0x00472128,1080
FUN_MENU_text__00472130,0x00472130,0x0047240C,732
FUN_MENU_text__00472410,0x00472410,0x00473530,4384
FUN_MENU_text__00473530,0x00473530,0x00473758,552
FUN_MENU_text__00473760,0x00473760,0x00473F8C,2092
FUN_MENU_text__00473f90,0x00473F90,0x004741D8,584
FUN_MENU_text__004741e0,0x004741E0,0x004744AC,716
FUN_MENU_text__004744b0,0x004744B0,0x00474910,1120
FUN_MENU_text__00474910,0x00474910,0x00474C0C,764
FUN_MENU_text__00474c0c,0x00474C0C,0x00474CBC,176
FUN_MENU_text__00474cc0,0x00474CC0,0x004753E8,1832
FUN_MENU_text__004753f0,0x004753F0,0x00476728,4920
FUN_MENU_text__00476730,0x00476730,0x00476BD4,1188
FUN_MENU_text__00476be0,0x00476BE0,0x00476EA0,704
FUN_MENU_text__00476ea0,0x00476EA0,0x00476FD0,304
FUN_MENU_text__00476fd0,0x00476FD0,0x004770AC,220
FUN_MENU_text__004770b0,0x004770B0,0x004772E8,568
FUN_MENU_text__004772f0,0x004772F0,0x00477438,328
FUN_MENU_text__00477440,0x00477440,0x004783B0,3952
FUN_MENU_text__004783b0,0x004783B0,0x004784C4,276
FUN_MENU_text__004784d0,0x004784D0,0x004785D8,264
FUN_MENU_text__004785e0,0x004785E0,0x004786E0,256
FUN_MENU_text__004786e0,0x004786E0,0x00478734,84
FUN_MENU_text__00479a80,0x00479A80,0x00479AF4,116
FUN_MENU_text__00479b00,0x00479B00,0x00479B5C,92
FUN_MENU_text__00479b60,0x00479B60,0x00479BB4,84
FUN_MENU_text__00479bc0,0x00479BC0,0x00479C20,96
