Name,Start,End,Size
FUN_BATTLE_text__0047c5f0,0x0047C5F0,0x0047C7A8,440
FUN_BATTLE_text__0047c7b0,0x0047C7B0,0x0047CA90,736
FUN_BATTLE_text__0047ca90,0x0047CA90,0x0047CA9C,12
FUN_BATTLE_text__0047caa0,0x0047CAA0,0x0047CAAC,12
FUN_BATTLE_text__0047cab0,0x0047CAB0,0x0047CC84,468
FUN_BATTLE_text__0047cc90,0x0047CC90,0x0047CEAC,540
FUN_BATTLE_text__0047ceb0,0x0047CEB0,0x0047CEBC,12
FUN_BATTLE_text__0047cec0,0x0047CEC0,0x0047CEE0,32
FUN_BATTLE_text__0047cee0,0x0047CEE0,0x0047CF00,32
FUN_BATTLE_text__0047cf00,0x0047CF00,0x0047CF54,84
