Name,Start,End,Size
FUN_SHOP_text__0046b3b0,0x0046B3B0,0x0046B3B8,8
FUN_SHOP_text__0046b3c0,0x0046B3C0,0x0046B400,64
FUN_SHOP_text__0046b400,0x0046B400,0x0046B43C,60
FUN_SHOP_text__0046b440,0x0046B440,0x0046B474,52
FUN_SHOP_text__0046b480,0x0046B480,0x0046B50C,140
FUN_SHOP_text__0046b510,0x0046B510,0x0046B544,52
FUN_SHOP_text__0046b550,0x0046B550,0x0046B654,260
FUN_SHOP_text__0046b660,0x0046B660,0x0046B688,40
FUN_SHOP_text__0046b690,0x0046B690,0x0046BC2C,1436
FUN_SHOP_text__0046bc30,0x0046BC30,0x0046BC38,8
FUN_SHOP_text__0046bc40,0x0046BC40,0x0046BC90,80
FUN_SHOP_text__0046bc90,0x0046BC90,0x0046BC9C,12
FUN_SHOP_text__0046bca0,0x0046BCA0,0x0046BCCC,44
FUN_SHOP_text__0046bcd0,0x0046BCD0,0x0046BCD8,8
FUN_SHOP_text__0046bce0,0x0046BCE0,0x0046BD20,64
FUN_SHOP_text__0046bd20,0x0046BD20,0x0046BD28,8
FUN_SHOP_text__0046bd30,0x0046BD30,0x0046BDD0,160
FUN_SHOP_text__0046bdd0,0x0046BDD0,0x0046C518,1864
FUN_SHOP_text__0046c520,0x0046C520,0x0046C528,8
FUN_SHOP_text__0046c530,0x0046C530,0x0046C538,8
FUN_SHOP_text__0046c540,0x0046C540,0x0046C568,40
FUN_SHOP_text__0046c570,0x0046C570,0x0046C598,40
FUN_SHOP_text__0046c5a0,0x0046C5A0,0x0046C5F0,80
FUN_SHOP_text__0046c5f0,0x0046C5F0,0x0046C61C,44
FUN_SHOP_text__0046c620,0x0046C620,0x0046C634,20
FUN_SHOP_text__0046c640,0x0046C640,0x0046C670,48
FUN_SHOP_text__0046c670,0x0046C670,0x0046C6A0,48
thunk_FUN_0014f0d0,0x0046C6A0,0x0046C6A8,8
FUN_SHOP_text__0046c6b0,0x0046C6B0,0x0046C784,212
FUN_SHOP_text__0046c790,0x0046C790,0x0046C8A0,272
FUN_SHOP_text__0046c8a0,0x0046C8A0,0x0046C8AC,12
FUN_SHOP_text__0046c8b0,0x0046C8B0,0x0046C920,112
FUN_SHOP_text__0046c920,0x0046C920,0x0046C928,8
FUN_SHOP_text__0046c930,0x0046C930,0x0046C93C,12
FUN_SHOP_text__0046c940,0x0046C940,0x0046CC24,740
FUN_SHOP_text__0046cc30,0x0046CC30,0x0046CF10,736
FUN_SHOP_text__0046cf10,0x0046CF10,0x0046CF18,8
FUN_SHOP_text__0046cf20,0x0046CF20,0x0046D1FC,732
FUN_SHOP_text__0046d200,0x0046D200,0x0046D2D0,208
FUN_SHOP_text__0046d2d0,0x0046D2D0,0x0046D3C0,240
FUN_SHOP_text__0046d3c0,0x0046D3C0,0x0046D464,164
FUN_SHOP_text__0046d470,0x0046D470,0x0046D4A4,52
FUN_SHOP_text__0046d4b0,0x0046D4B0,0x0046D4BC,12
FUN_SHOP_text__0046d4c0,0x0046D4C0,0x0046D678,440
