Name,Start,End,Size
FUN_MENU_text__0046d450,0x0046D450,0x0046D584,308
FUN_MENU_text__0046d590,0x0046D590,0x0046D608,120
FUN_MENU_text__0046d610,0x0046D610,0x0046D640,48
FUN_MENU_text__0046d640,0x0046D640,0x0046D684,68
FUN_MENU_text__0046d690,0x0046D690,0x0046D734,164
FUN_MENU_text__0046d740,0x0046D740,0x0046D858,280
FUN_MENU_text__0046d860,0x0046D860,0x0046D8DC,124
FUN_MENU_text__0046d8e0,0x0046D8E0,0x0046D9F4,276
FUN_MENU_text__0046da00,0x0046DA00,0x0046DA54,84
FUN_MENU_text__0046da60,0x0046DA60,0x0046DA80,32
FUN_MENU_text__0046da80,0x0046DA80,0x0046DCD0,592
FUN_MENU_text__0046dcd0,0x0046DCD0,0x0046DD40,112
FUN_MENU_text__0046dd40,0x0046DD40,0x0046DDE8,168
FUN_MENU_text__0046ddf0,0x0046DDF0,0x0046DE04,20
FUN_MENU_text__0046de10,0x0046DE10,0x0046DE7C,108
FUN_MENU_text__0046de80,0x0046DE80,0x0046DFB4,308
FUN_MENU_text__0046dfc0,0x0046DFC0,0x0046E24C,652
FUN_MENU_text__0046e250,0x0046E250,0x0046E458,520
FUN_MENU_text__0046e460,0x0046E460,0x0046E4C4,100
FUN_MENU_text__0046e4d0,0x0046E4D0,0x0046E570,160
FUN_MENU_text__0046e570,0x0046E570,0x0046E6BC,332
FUN_MENU_text__0046e6c0,0x0046E6C0,0x0046E740,128
FUN_MENU_text__0046e740,0x0046E740,0x0046E770,48
FUN_MENU_text__0046e770,0x0046E770,0x0046E7A0,48
FUN_MENU_text__0046e7a0,0x0046E7A0,0x0046E7D0,48
FUN_MENU_text__0046e7d0,0x0046E7D0,0x0046EC2C,1116
FUN_MENU_text__0046ec30,0x0046EC30,0x0046EC6C,60
FUN_MENU_text__0046ec70,0x0046EC70,0x0046EDC0,336
thunk_FUN_002e6a90,0x0046EDC0,0x0046EDC8,8
FUN_MENU_text__0046edd0,0x0046EDD0,0x0046EFBC,492
FUN_MENU_text__0046efc0,0x0046EFC0,0x0046F1A0,480
FUN_MENU_text__0046f1a0,0x0046F1A0,0x0046F340,416
FUN_MENU_text__0046f340,0x0046F340,0x0046F370,48
FUN_MENU_text__0046f370,0x0046F370,0x0046F3B8,72
FUN_MENU_text__0046f3c0,0x0046F3C0,0x0046F3E0,32
FUN_MENU_text__0046f3e0,0x0046F3E0,0x0046F44C,108
FUN_MENU_text__0046f450,0x0046F450,0x0046F50C,188
FUN_MENU_text__0046f510,0x0046F510,0x0046F56C,92
FUN_MENU_text__0046f570,0x0046F570,0x0046F580,16
FUN_MENU_text__0046f580,0x0046F580,0x0046F874,756
FUN_MENU_text__0046f880,0x0046F880,0x0046F888,8
FUN_MENU_text__0046f890,0x0046F890,0x0046F9D0,320
FUN_MENU_text__0046f9d0,0x0046F9D0,0x0046FA78,168
FUN_MENU_text__0046fa80,0x0046FA80,0x0046FAC0,64
FUN_MENU_text__0046fac0,0x0046FAC0,0x0046FB14,84
FUN_MENU_text__0046fb20,0x0046FB20,0x0046FBA4,132
FUN_MENU_text__0046fbb0,0x0046FBB0,0x0046FC5C,172
FUN_MENU_text__0046fc60,0x0046FC60,0x0046FD08,168
FUN_MENU_text__0046fd10,0x0046FD10,0x0046FD84,116
FUN_MENU_text__0046fd90,0x0046FD90,0x0046FF90,512
FUN_MENU_text__0046ff90,0x0046FF90,0x004700B0,288
FUN_MENU_text__004700b0,0x004700B0,0x004701E0,304
FUN_MENU_text__004701e0,0x004701E0,0x004702B8,216
FUN_MENU_text__004702c0,0x004702C0,0x0047039C,220
FUN_MENU_text__004703a0,0x004703A0,0x004703E0,64
FUN_MENU_text__004703e0,0x004703E0,0x00470714,820
FUN_MENU_text__00470720,0x00470720,0x0047072C,12
FUN_MENU_text__00470730,0x00470730,0x0047078C,92
FUN_MENU_text__00470790,0x00470790,0x004707B0,32
FUN_MENU_text__004707b0,0x004707B0,0x00470B94,996
FUN_MENU_text__00470ba0,0x00470BA0,0x00470C24,132
FUN_MENU_text__00470c30,0x00470C30,0x00470DBC,396
FUN_MENU_text__00470dc0,0x00470DC0,0x00470E0C,76
FUN_MENU_text__00470e10,0x00470E10,0x00470E30,32
FUN_MENU_text__00470e30,0x00470E30,0x00470E78,72
FUN_MENU_text__00470e80,0x00470E80,0x00470F04,132
FUN_MENU_text__00470f10,0x00470F10,0x00470FAC,156
FUN_MENU_text__00470fb0,0x00470FB0,0x00470FC0,16
FUN_MENU_text__00470fc0,0x00470FC0,0x00471040,128
FUN_MENU_text__00471040,0x00471040,0x00471288,584
FUN_MENU_text__00471290,0x00471290,0x00471E98,3080
FUN_MENU_text__00471ea0,0x00471EA0,0x00472504,1636
thunk_FUN_001daed0,0x00472510,0x00472518,8
FUN_MENU_text__00472520,0x00472520,0x00472D08,2024
FUN_MENU_text__00472d10,0x00472D10,0x00472E5C,332
FUN_MENU_text__00472e60,0x00472E60,0x00472E7C,28
FUN_MENU_text__00472e80,0x00472E80,0x00472ECC,76
FUN_MENU_text__00472ed0,0x00472ED0,0x00472EE4,20
FUN_MENU_text__00472ef0,0x00472EF0,0x00472F50,96
FUN_MENU_text__00472f50,0x00472F50,0x00473170,544
FUN_MENU_text__00473170,0x00473170,0x0047358C,1052
FUN_MENU_text__00473590,0x00473590,0x0047382C,668
FUN_MENU_text__00473830,0x00473830,0x00473884,84
FUN_MENU_text__00473890,0x00473890,0x00473920,144
FUN_MENU_text__00473920,0x00473920,0x00473A10,240
FUN_MENU_text__00473a10,0x00473A10,0x00473A78,104
FUN_MENU_text__00473d10,0x00473D10,0x00474110,1024
FUN_MENU_text__00474110,0x00474110,0x004741D8,200
FUN_MENU_text__004741e0,0x004741E0,0x00474250,112
FUN_MENU_text__00474250,0x00474250,0x004742C8,120
thunk_FUN_001e9360,0x004742D0,0x004742D8,8
FUN_MENU_text__004742e0,0x004742E0,0x004742E8,8
thunk_FUN_002805a0,0x004742F0,0x004742F8,8
thunk_FUN_00280520,0x00474300,0x00474308,8
thunk_FUN_002804d0,0x00474310,0x00474318,8
thunk_FUN_00280480,0x00474320,0x00474328,8
thunk_FUN_00280900,0x00474330,0x00474338,8
thunk_FUN_00280890,0x00474340,0x00474348,8
thunk_FUN_00280820,0x00474350,0x00474358,8
FUN_MENU_text__00474360,0x00474360,0x00474368,8
thunk_FUN_00280960,0x00474370,0x00474378,8
FUN_MENU_text__00474380,0x00474380,0x00474388,8
FUN_MENU_text__00474390,0x00474390,0x00474398,8
FUN_MENU_text__004743a0,0x004743A0,0x004743A8,8
FUN_MENU_text__004743b0,0x004743B0,0x004743B8,8
thunk_FUN_00280a10,0x004743C0,0x004743C8,8
FUN_MENU_text__004743d0,0x004743D0,0x004743D8,8
thunk_FUN_001dacf0,0x004743E0,0x004743E8,8
FUN_MENU_text__004743f0,0x004743F0,0x004743F8,8
FUN_MENU_text__00474400,0x00474400,0x00474408,8
FUN_MENU_text__00474410,0x00474410,0x00474418,8
FUN_MENU_text__00474420,0x00474420,0x00474430,16
FUN_MENU_text__00474440,0x00474440,0x004745A0,352
FUN_MENU_text__004745a0,0x004745A0,0x004748BC,796
FUN_MENU_text__004748c0,0x004748C0,0x00474CF8,1080
FUN_MENU_text__00474d00,0x00474D00,0x00474FDC,732
